ImageID	ClassID
8311-31125-28393	desconegut
1243-20302-19965	desconegut
1272-22809-14687	desconegut
4170-17564-5910	desconegut
8866-19715-9879	desconegut
3087-8745-10287	desconegut
11728-21346-4622	desconegut
23598-25199-26640	desconegut
18526-1752-24892	desconegut
9216-7567-12894	desconegut
8658-23081-22141	desconegut
23706-19407-15700	escola_enginyeria
27298-5012-7485	escola_enginyeria
31666-18465-4442	escola_enginyeria
18764-30994-1213	escola_enginyeria
8909-32015-170	escola_enginyeria
1979-1571-16466	escola_enginyeria
14917-24542-10797	escola_enginyeria
3957-29990-4405	escola_enginyeria
24921-30622-26673	escola_enginyeria
9875-24792-25359	escola_enginyeria
24970-14942-21710	escola_enginyeria
1163-4229-20265	escola_enginyeria
21749-30261-5438	escola_enginyeria
26517-27932-18130	escola_enginyeria
27903-8960-9168	escola_enginyeria
26203-2019-16436	escola_enginyeria
30716-22378-19084	escola_enginyeria
25909-23-24457	escola_enginyeria
21564-9118-14217	escola_enginyeria
29714-6571-31350	escola_enginyeria
20679-18258-6574	escola_enginyeria
3714-18069-18390	escola_enginyeria
7587-14203-6235	escola_enginyeria
26927-13924-29412	escola_enginyeria
10530-9485-20379	escola_enginyeria
19241-7777-7267	estacio_nord
14954-17498-9508	estacio_nord
30724-27104-3634	estacio_nord
1003-11153-22558	estacio_nord
25879-25593-10544	estacio_nord
5568-32337-31553	estacio_nord
26944-18883-9233	estacio_nord
18701-24993-21422	estacio_nord
10984-8222-15245	estacio_nord
22723-18793-21318	estacio_nord
7732-20489-24091	estacio_nord
19413-11201-30069	estacio_nord
5555-15557-22970	estacio_nord
8446-10674-31212	estacio_nord
12334-7343-25180	estacio_nord
8991-31248-27909	estacio_nord
6666-24192-30687	estacio_nord
32483-3320-30623	estacio_nord
1360-990-30109	estacio_nord
15281-31885-10046	estacio_nord
29096-11142-17454	estacio_nord
14573-18930-26440	estacio_nord
27337-2921-25247	estacio_nord
15465-17632-16229	estacio_nord
31146-457-12501	estacio_nord
24919-21830-30645	dona_treballadora
30661-26969-930	dona_treballadora
1899-25878-11826	dona_treballadora
11030-21177-26828	dona_treballadora
13144-967-15166	dona_treballadora
32438-3645-13641	dona_treballadora
11902-550-26501	dona_treballadora
11913-7242-5080	dona_treballadora
23165-21422-24714	dona_treballadora
20255-11345-30617	dona_treballadora
20331-18414-26334	dona_treballadora
18404-6469-17063	dona_treballadora
14333-6140-10949	dona_treballadora
2974-5179-13317	dona_treballadora
28253-9849-18464	dona_treballadora
25468-25148-30673	dona_treballadora
32201-4697-1931	dona_treballadora
5508-9538-28405	dona_treballadora
14122-17907-23114	dona_treballadora
18339-31531-15817	dona_treballadora
27790-28423-27598	dona_treballadora
16950-23817-26280	dona_treballadora
22925-28578-20117	dona_treballadora
29623-21353-28719	dona_treballadora
4679-9669-18616	dona_treballadora
19893-9537-3624	mnactec
1354-30624-16524	mnactec
26302-1442-12494	mnactec
11664-3914-27025	mnactec
16924-23790-9737	mnactec
18178-15156-22028	mnactec
24086-5301-14544	mnactec
27294-13554-25518	mnactec
16389-27893-20763	mnactec
23784-20532-9251	mnactec
24336-2446-14837	mnactec
32116-12970-2874	mnactec
14322-12946-4058	mnactec
16074-30910-1278	mnactec
8015-17782-27694	mnactec
5129-4895-16473	mnactec
30715-32326-32129	mnactec
19963-23764-23433	mnactec
10639-20469-22062	mnactec
27481-17099-24838	mnactec
7113-4121-11149	mnactec
9771-32136-14837	mnactec
21775-21948-30135	mnactec
8946-23925-2008	mnactec
493-18270-26289	mnactec
27602-26578-20776	castell_cartoixa
1958-10731-5385	castell_cartoixa
12816-7637-32710	castell_cartoixa
26191-6956-31862	castell_cartoixa
28314-7959-27714	castell_cartoixa
27688-20348-104	castell_cartoixa
23227-31800-22804	castell_cartoixa
14054-23422-8640	castell_cartoixa
564-25225-28061	castell_cartoixa
15141-12962-10186	castell_cartoixa
22772-18088-25474	castell_cartoixa
31127-7586-14698	castell_cartoixa
24139-22852-23402	castell_cartoixa
5587-2500-2047	castell_cartoixa
25044-11720-11126	castell_cartoixa
21362-10463-1342	castell_cartoixa
21416-18567-1284	castell_cartoixa
17753-26358-13630	castell_cartoixa
13489-6628-4955	castell_cartoixa
8102-608-557	castell_cartoixa
23201-22951-25331	castell_cartoixa
4785-12679-260	castell_cartoixa
15366-3883-20063	castell_cartoixa
16463-6205-4535	castell_cartoixa
294-22479-6089	castell_cartoixa
2942-31340-30207	ajuntament
19950-18975-22281	ajuntament
18261-19009-29687	ajuntament
12640-26750-25778	ajuntament
27108-4197-19939	ajuntament
211-18679-31286	ajuntament
14290-24568-10323	ajuntament
10690-18667-24717	ajuntament
30134-16709-25047	ajuntament
26833-1317-31766	ajuntament
21033-11566-16819	ajuntament
22144-11818-32078	ajuntament
20266-4113-20424	ajuntament
28087-5032-31417	ajuntament
51-16676-22265	ajuntament
13982-14440-23434	ajuntament
24741-9540-13217	ajuntament
28063-19516-20553	ajuntament
7568-9419-21542	ajuntament
17688-28213-20368	ajuntament
12487-11017-3187	ajuntament
30833-8868-2656	ajuntament
30925-19577-20681	ajuntament
13165-3173-7669	ajuntament
26962-32384-18054	ajuntament
11923-1030-14685	masia_freixa
2703-21708-29015	masia_freixa
32375-15531-14823	masia_freixa
23460-2018-232	masia_freixa
12549-27684-9423	masia_freixa
2349-22121-8125	masia_freixa
16942-7291-31748	masia_freixa
5132-14230-17242	masia_freixa
32334-1557-3040	masia_freixa
18349-6056-24676	masia_freixa
29745-958-10281	masia_freixa
3607-12343-7554	masia_freixa
13003-29876-5606	masia_freixa
20333-10296-1108	masia_freixa
12378-4532-17764	masia_freixa
17469-21378-15783	masia_freixa
28711-12638-10402	masia_freixa
17483-20839-8532	masia_freixa
12173-15448-14912	masia_freixa
21572-23645-9047	masia_freixa
14496-8883-17763	masia_freixa
11008-9044-22797	masia_freixa
27231-27374-24719	masia_freixa
19971-31154-6881	masia_freixa
503-30315-9000	masia_freixa
21168-10769-17541	teatre_principal
31819-3187-11716	teatre_principal
3877-30538-32346	teatre_principal
27345-28002-2099	teatre_principal
12628-28165-25479	teatre_principal
14549-19307-12740	teatre_principal
18268-15282-29392	teatre_principal
7225-8020-7022	teatre_principal
32600-19226-14445	teatre_principal
5459-31901-19213	teatre_principal
2909-7870-19136	teatre_principal
29795-6710-11720	teatre_principal
21859-19252-9161	teatre_principal
27553-24188-24634	teatre_principal
22577-13010-4226	teatre_principal
17260-14082-6865	teatre_principal
30257-26838-17414	teatre_principal
13212-8671-1126	teatre_principal
14710-19212-20631	teatre_principal
14583-22094-565	teatre_principal
12626-2224-1365	teatre_principal
28036-31240-25237	teatre_principal
32519-18982-27827	teatre_principal
10347-8375-16107	teatre_principal
16218-21955-18060	teatre_principal
20123-7297-16062	mercat_independencia
10743-32287-3085	mercat_independencia
27445-29939-24940	mercat_independencia
14683-22304-29109	mercat_independencia
5734-10646-20269	mercat_independencia
31873-9842-13473	mercat_independencia
14428-32209-9214	mercat_independencia
24104-6761-12479	mercat_independencia
12847-13717-17938	mercat_independencia
12853-12378-19039	mercat_independencia
18563-3693-25712	mercat_independencia
32353-29133-15679	mercat_independencia
20212-15114-22936	mercat_independencia
8107-3097-32556	mercat_independencia
3311-27747-29929	mercat_independencia
6270-24599-2099	mercat_independencia
5463-2625-17268	mercat_independencia
29460-15699-17284	mercat_independencia
17969-24738-7116	mercat_independencia
10022-29385-12746	mercat_independencia
19125-2418-28877	mercat_independencia
9187-12751-17682	mercat_independencia
25812-6912-29570	mercat_independencia
5062-5283-26656	mercat_independencia
27605-17702-31125	mercat_independencia
8182-20160-19910	farmacia_albinyana
4622-13091-29764	farmacia_albinyana
11051-4523-25966	farmacia_albinyana
16978-5928-18066	farmacia_albinyana
20182-22644-26533	farmacia_albinyana
15979-2397-17478	farmacia_albinyana
17254-29128-26082	farmacia_albinyana
1275-23592-19161	farmacia_albinyana
17331-23839-31008	farmacia_albinyana
31521-27416-3611	farmacia_albinyana
15716-25710-4269	farmacia_albinyana
29695-18154-22355	farmacia_albinyana
7976-23108-22024	farmacia_albinyana
16987-26941-2540	farmacia_albinyana
22103-16899-9273	farmacia_albinyana
11075-5929-10056	farmacia_albinyana
29709-27786-19493	farmacia_albinyana
1420-31497-2320	farmacia_albinyana
1076-15709-16801	farmacia_albinyana
11717-6729-12967	farmacia_albinyana
7134-17106-29165	farmacia_albinyana
31554-28250-5070	farmacia_albinyana
17651-2837-2110	farmacia_albinyana
17931-21199-29926	farmacia_albinyana
32750-11511-5865	farmacia_albinyana
26173-10151-31659	societat_general
9150-28832-4491	societat_general
13031-32545-15437	societat_general
11720-10330-28017	societat_general
25774-17704-2378	societat_general
9519-28313-15898	societat_general
2019-16783-24548	societat_general
25226-13564-2888	societat_general
1784-991-7383	societat_general
2117-5298-28588	societat_general
16639-21149-21970	societat_general
8030-5747-18392	societat_general
27434-27616-1763	societat_general
30526-32458-13917	societat_general
23238-29876-9475	societat_general
15896-1098-10373	societat_general
22817-11683-17403	societat_general
29357-27730-11112	societat_general
29840-31704-14005	societat_general
18123-2934-28227	societat_general
24301-15116-19148	societat_general
19272-22624-1425	societat_general
22090-9239-15522	societat_general
11150-9645-18607	societat_general
19759-22420-16517	societat_general
